entity_id,fiscal_period_id,fiscal_year,fiscal_period,period_end_date,metric,value,currency,value_usd,source,load_timestamp
JNJ-US,JNJ-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,16385.96,USD,16385.96,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,70128.04,USD,70128.04,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,18396.12,USD,18396.12,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,16089.65,USD,16089.65,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,15977.2,USD,15977.2,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,19665.07,USD,19665.07,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,76716.63,USD,76716.63,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,18733.07,USD,18733.07,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,18806.05,USD,18806.05,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,19613.16,USD,19613.16,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,19564.36,USD,19564.36,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,77417.14,USD,77417.14,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,16200.86,USD,16200.86,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,18433.48,USD,18433.48,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,22393.04,USD,22393.04,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,20389.75,USD,20389.75,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2021_A,2021,FY,2021-09-30,FF_SALES,29155.8,USD,29155.8,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2021_Q1,2021,Q1,2020-12-31,FF_SALES,7342.88,USD,7342.88,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2021_Q2,2021,Q2,2021-03-31,FF_SALES,8131.07,USD,8131.07,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2021_Q3,2021,Q3,2021-06-30,FF_SALES,6383.77,USD,6383.77,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2021_Q4,2021,Q4,2021-09-30,FF_SALES,7298.08,USD,7298.08,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2022_A,2022,FY,2022-09-30,FF_SALES,30204.76,USD,30204.76,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2022_Q1,2022,Q1,2021-12-31,FF_SALES,7683.8,USD,7683.8,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2022_Q2,2022,Q2,2022-03-31,FF_SALES,7906.33,USD,7906.33,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2022_Q3,2022,Q3,2022-06-30,FF_SALES,7341.31,USD,7341.31,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2022_Q4,2022,Q4,2022-09-30,FF_SALES,7273.32,USD,7273.32,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2023_A,2023,FY,2023-09-30,FF_SALES,29985.48,USD,29985.48,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2023_Q1,2023,Q1,2022-12-31,FF_SALES,7172.06,USD,7172.06,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2023_Q2,2023,Q2,2023-03-31,FF_SALES,8413.21,USD,8413.21,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2023_Q3,2023,Q3,2023-06-30,FF_SALES,8108.27,USD,8108.27,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2023_Q4,2023,Q4,2023-09-30,FF_SALES,6291.94,USD,6291.94,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2024_A,2024,FY,2024-09-30,FF_SALES,28994.73,USD,28994.73,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2024_Q1,2024,Q1,2023-12-31,FF_SALES,7079.68,USD,7079.68,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2024_Q2,2024,Q2,2024-03-31,FF_SALES,7410.35,USD,7410.35,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2024_Q3,2024,Q3,2024-06-30,FF_SALES,6572.33,USD,6572.33,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2024_Q4,2024,Q4,2024-09-30,FF_SALES,7932.38,USD,7932.38,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2025_A,2025,FY,2025-09-30,FF_SALES,31900.8,USD,31900.8,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2025_Q1,2025,Q1,2024-12-31,FF_SALES,9348.14,USD,9348.14,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2025_Q2,2025,Q2,2025-03-31,FF_SALES,7780.71,USD,7780.71,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2025_Q3,2025,Q3,2025-06-30,FF_SALES,7691.49,USD,7691.49,FDB_FF,2026-03-04T23:00:00Z
V-US,V-US_FY2025_Q4,2025,Q4,2025-09-30,FF_SALES,7080.46,USD,7080.46,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2021_A,2021,FY,2021-06-30,FF_SALES,67022.25,USD,67022.25,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2021_Q1,2021,Q1,2020-09-30,FF_SALES,19163.26,USD,19163.26,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2021_Q2,2021,Q2,2020-12-31,FF_SALES,13938.88,USD,13938.88,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2021_Q3,2021,Q3,2021-03-31,FF_SALES,16236.08,USD,16236.08,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2021_Q4,2021,Q4,2021-06-30,FF_SALES,17684.04,USD,17684.04,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2022_A,2022,FY,2022-06-30,FF_SALES,66277.43,USD,66277.43,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2022_Q1,2022,Q1,2021-09-30,FF_SALES,17709.98,USD,17709.98,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2022_Q2,2022,Q2,2021-12-31,FF_SALES,16383.37,USD,16383.37,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2022_Q3,2022,Q3,2022-03-31,FF_SALES,14738.76,USD,14738.76,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2022_Q4,2022,Q4,2022-06-30,FF_SALES,17445.31,USD,17445.31,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2023_A,2023,FY,2023-06-30,FF_SALES,63037.06,USD,63037.06,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2023_Q1,2023,Q1,2022-09-30,FF_SALES,17250.29,USD,17250.29,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2023_Q2,2023,Q2,2022-12-31,FF_SALES,17369.94,USD,17369.94,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2023_Q3,2023,Q3,2023-03-31,FF_SALES,13209.63,USD,13209.63,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2023_Q4,2023,Q4,2023-06-30,FF_SALES,15207.2,USD,15207.2,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2024_A,2024,FY,2024-06-30,FF_SALES,62102.68,USD,62102.68,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2024_Q1,2024,Q1,2023-09-30,FF_SALES,18791.94,USD,18791.94,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2024_Q2,2024,Q2,2023-12-31,FF_SALES,15996.57,USD,15996.57,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2024_Q3,2024,Q3,2024-03-31,FF_SALES,13025.03,USD,13025.03,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2024_Q4,2024,Q4,2024-06-30,FF_SALES,14289.14,USD,14289.14,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2025_A,2025,FY,2025-06-30,FF_SALES,69534.34,USD,69534.34,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2025_Q1,2025,Q1,2024-09-30,FF_SALES,15651.33,USD,15651.33,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2025_Q2,2025,Q2,2024-12-31,FF_SALES,17849.21,USD,17849.21,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2025_Q3,2025,Q3,2025-03-31,FF_SALES,16996.46,USD,16996.46,FDB_FF,2026-03-04T23:00:00Z
PG-US,PG-US_FY2025_Q4,2025,Q4,2025-06-30,FF_SALES,19037.34,USD,19037.34,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2021_A,2021,FY,2021-01-31,FF_SALES,133006.16,USD,133006.16,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2021_Q1,2021,Q1,2020-04-30,FF_SALES,35847.57,USD,35847.57,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2021_Q2,2021,Q2,2020-07-31,FF_SALES,32391.37,USD,32391.37,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2021_Q3,2021,Q3,2020-10-31,FF_SALES,33713.25,USD,33713.25,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2021_Q4,2021,Q4,2021-01-31,FF_SALES,31053.96,USD,31053.96,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2022_A,2022,FY,2022-01-31,FF_SALES,148450.01,USD,148450.01,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2022_Q1,2022,Q1,2021-04-30,FF_SALES,35470.04,USD,35470.04,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2022_Q2,2022,Q2,2021-07-31,FF_SALES,40333.31,USD,40333.31,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2022_Q3,2022,Q3,2021-10-31,FF_SALES,38195.63,USD,38195.63,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2022_Q4,2022,Q4,2022-01-31,FF_SALES,34451.03,USD,34451.03,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2023_A,2023,FY,2023-01-31,FF_SALES,148722.91,USD,148722.91,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2023_Q1,2023,Q1,2022-04-30,FF_SALES,32856.42,USD,32856.42,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2023_Q2,2023,Q2,2022-07-31,FF_SALES,38564.7,USD,38564.7,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2023_Q3,2023,Q3,2022-10-31,FF_SALES,40438.39,USD,40438.39,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2023_Q4,2023,Q4,2023-01-31,FF_SALES,36863.4,USD,36863.4,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2024_A,2024,FY,2024-01-31,FF_SALES,159929.14,USD,159929.14,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2024_Q1,2024,Q1,2023-04-30,FF_SALES,40829.84,USD,40829.84,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2024_Q2,2024,Q2,2023-07-31,FF_SALES,37291.57,USD,37291.57,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2024_Q3,2024,Q3,2023-10-31,FF_SALES,41029.64,USD,41029.64,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2024_Q4,2024,Q4,2024-01-31,FF_SALES,40778.1,USD,40778.1,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2025_A,2025,FY,2025-01-31,FF_SALES,162158.85,USD,162158.85,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2025_Q1,2025,Q1,2024-04-30,FF_SALES,42890.4,USD,42890.4,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2025_Q2,2025,Q2,2024-07-31,FF_SALES,36106.39,USD,36106.39,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2025_Q3,2025,Q3,2024-10-31,FF_SALES,37674.79,USD,37674.79,FDB_FF,2026-03-04T23:00:00Z
HD-US,HD-US_FY2025_Q4,2025,Q4,2025-01-31,FF_SALES,45487.27,USD,45487.27,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,76852.57,USD,76852.57,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,19328.7,USD,19328.7,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,20412.61,USD,20412.61,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,19394.33,USD,19394.33,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,17716.92,USD,17716.92,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,79467.76,USD,79467.76,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,20907.29,USD,20907.29,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,18598.66,USD,18598.66,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,19400.76,USD,19400.76,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,20561.05,USD,20561.05,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,87662.39,USD,87662.39,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,21984.9,USD,21984.9,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,18526.2,USD,18526.2,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,21720.54,USD,21720.54,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,25430.75,USD,25430.75,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,98242.32,USD,98242.32,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,27203.18,USD,27203.18,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,22280.9,USD,22280.9,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,25306.56,USD,25306.56,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,23451.68,USD,23451.68,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,105183.2,USD,105183.2,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,26228.87,USD,26228.87,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,26215.67,USD,26215.67,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,28771.94,USD,28771.94,FDB_FF,2026-03-04T23:00:00Z
BAC-US,BAC-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,23966.72,USD,23966.72,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,38491.86,USD,38491.86,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,10098.51,USD,10098.51,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,9093.53,USD,9093.53,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,10363.43,USD,10363.43,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,8936.38,USD,8936.38,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,41357.63,USD,41357.63,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,9301.6,USD,9301.6,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,10985.99,USD,10985.99,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,11767.81,USD,11767.81,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,9302.23,USD,9302.23,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,44606.27,USD,44606.27,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,10553.66,USD,10553.66,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,12164.59,USD,12164.59,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,10131.57,USD,10131.57,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,11756.45,USD,11756.45,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,44264.23,USD,44264.23,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,10078.67,USD,10078.67,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,11960.19,USD,11960.19,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,10305.12,USD,10305.12,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,11920.25,USD,11920.25,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,49415.92,USD,49415.92,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,12515.27,USD,12515.27,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,11568.6,USD,11568.6,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,11221.17,USD,11221.17,FDB_FF,2026-03-04T23:00:00Z
KO-US,KO-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,14110.87,USD,14110.87,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,1075.44,USD,1075.44,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,262.99,USD,262.99,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,276.0,USD,276.0,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,263.15,USD,263.15,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,273.32,USD,273.32,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,1225.92,USD,1225.92,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,317.27,USD,317.27,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,291.45,USD,291.45,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,310.49,USD,310.49,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,306.72,USD,306.72,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,1328.77,USD,1328.77,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,332.44,USD,332.44,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,287.58,USD,287.58,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,350.01,USD,350.01,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,358.75,USD,358.75,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,1306.92,USD,1306.92,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,331.18,USD,331.18,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,349.04,USD,349.04,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,268.59,USD,268.59,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,358.11,USD,358.11,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,1493.74,USD,1493.74,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,345.16,USD,345.16,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,331.67,USD,331.67,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,378.54,USD,378.54,FDB_FF,2026-03-04T23:00:00Z
APLE-US,APLE-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,438.37,USD,438.37,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,48671.82,USD,48671.82,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,13072.16,USD,13072.16,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,9995.43,USD,9995.43,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,12954.67,USD,12954.67,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,12649.55,USD,12649.55,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,47230.17,USD,47230.17,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,12658.71,USD,12658.71,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,13013.99,USD,13013.99,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,11873.07,USD,11873.07,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,9684.4,USD,9684.4,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,54162.09,USD,54162.09,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,15179.43,USD,15179.43,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,12804.13,USD,12804.13,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,13246.94,USD,13246.94,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,12931.6,USD,12931.6,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,56934.77,USD,56934.77,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,13173.41,USD,13173.41,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,16033.71,USD,16033.71,FDB_FF,2026-03-04T23:00:00Z
DAL-US,DAL-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,15880.41,USD,15880.41,FDB_FF,2026-03-04T23:00:00Z
